Acceptable if,response,shock,horizon,orthogonalized_response
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,18,-0.01744808167140829
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,19,-0.018988007924355926
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,20,-0.019753840091683114
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,21,-0.020838841747931918
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,22,-0.021323788288304304
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,23,-0.021674248694607944
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,24,-0.021944519184012034
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,0,-0.33421459249224816
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,1,-0.46117491584728015
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,2,0.13372636679129865
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,3,0.036588949260594784
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,4,-0.2413596924678254
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,5,-0.09526107019371578
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,6,-0.06647960328848458
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,7,-0.020936780757210248
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,8,0.007373657455497249
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,9,-0.0277499368802811
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,10,-0.027705305911047976
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,11,-0.025294380593506884
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,12,-0.019327087580440886
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,13,-0.007702297294382517
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,14,-0.007357159976348604
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,15,-0.007070695633148263
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,16,-0.0062964075707091964
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,17,-0.006232930367384658
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,18,-0.004540119911971596
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,19,-0.0033047126379225655
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,20,-0.002576275225794111
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,21,-0.00206174042338738
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,22,-0.0018662622190427104
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,23,-0.0015921516567832515
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INF,24,-0.001343020753614329
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,0,-1.0345076065417824
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,1,-0.1062448095923105
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,2,0.5010966281828596
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,3,-0.11348201024898096
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,4,0.1893113195553686
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,5,0.17215075429265458
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,6,0.02134758079761377
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,7,0.04767604480703515
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,8,-0.008393126745582602
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,9,0.0023896680213598056
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,10,0.02776048953199003
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,11,0.026947452317973835
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,12,0.030292306136087806
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,13,0.019094436805314946
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,14,0.013550781597656046
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,15,0.011403971012027808
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,16,0.009084529058862676
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,17,0.011466932494182853
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,18,0.011268666355523616
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,19,0.010163336517846636
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,20,0.009974778712088532
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,21,0.008981626750200316
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,22,0.008489356357881693
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,23,0.00843949065095408
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,UNRATE,24,0.008280857003259137
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,0,-0.1612228165181509
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,1,0.3232062795970719
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,2,-0.07752557484111687
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,3,0.02029652880874593
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,4,0.12068997364455689
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,5,-0.06585663854884242
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,6,-0.021499934551052785
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,7,-0.04012926075001444
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,8,-0.02015319876780085
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,9,0.031752523882481246
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,10,-4.997920056778654e-05
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,11,0.0012280849977801198
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,12,-0.0037870069198261734
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,13,-0.016655797943446935
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,14,-0.008460394526503972
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,15,-0.007625124302340306
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,16,-0.00861887875814154
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,17,-0.00777446664287994
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,18,-0.009781271675743664
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,19,-0.010525854354754975
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,20,-0.010716438496450662
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,21,-0.010891030540457713
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,22,-0.010678411664273002
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,23,-0.010701496309086938
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,INDPRO_GROWTH,24,-0.010695107566272266
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,0,-0.5541836040886725
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,1,-0.23697725870046935
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,2,0.07510588242648088
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,3,-0.18945003438231384
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,4,0.005282758262914594
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,5,0.07507573276422408
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,6,-0.11505717824610995
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,7,-0.04432467901386708
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,8,-0.04945985384366302
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,9,-0.08247506466079052
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,10,-0.03522183884875745
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,11,-0.033339345991719005
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,12,-0.036582407694380495
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,13,-0.028551333640957965
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,14,-0.030170311341715023
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,15,-0.02876285748130421
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,16,-0.02539978615584642
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,17,-0.022457426532009335
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,18,-0.019773868857838883
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,19,-0.017835964225878194
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,20,-0.01595394226715872
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,21,-0.014612536850105566
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,22,-0.013350982869607293
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,23,-0.01201341956963833
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,M2_GROWTH,24,-0.010952356253733943
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,0,3.706458899857635
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,1,-0.312683635052402
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,2,-0.877181351227866
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,3,-0.4470846139339518
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,4,-0.26420010039311215
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,5,0.32886489369507094
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,6,0.19765393774347295
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,7,0.022693755644100675
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,8,-0.02479863864443915
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,9,-0.08730179994212629
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,10,-0.02856052155689402
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,11,0.00893951441618602
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,12,0.01134224926644114
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,13,0.012028082349242242
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,14,-0.0038421643830583796
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,15,-0.00920438578771562
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,16,-0.007246570214356308
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,17,-0.005384735067962632
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,18,-0.001996289457108929
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,19,-0.0018161128841669668
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,20,-0.002775363517405651
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,21,-0.0032213342453952924
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,22,-0.003596416394449449
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,23,-0.0032768735148935076
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,SENTIMENT_CHANGE,24,-0.002879559908903303
